"bug_fixing";"filename";"filepath";"bug_introducing"
"9fcd64e3628d63e31b723f0e6e721334ef71fd35";"CommandLine.java";"jodd-core\src\main\java\jodd\util\CommandLine.java";"{'fe83834a5cd76a51b2695c91c62555fa7171a057'}"
"4c5fabf6d6e86fd2867903596ca1f01ebcce8127";"ClassFinder.java";"jodd-core\src\main\java\jodd\io\findfile\ClassFinder.java";"{'4a068e374a3cee42e2f15be9130ee9a28dada665'}"
"6d8162561b11b054ccef33a603155e8c564bd894";"HttpMultiMap.java";"jodd-http\src\main\java\jodd\http\HttpMultiMap.java";"{'f2d311258bed6c672db9a6898ff1d32ed3b9060f'}"
"af539766d65f46927dbcd617af7ce324000112a7";"EmailUtil.java";"jodd-mail\src\main\java\jodd\mail\EmailUtil.java";"{'fe01d8fa4f569e34a7d614177ddfd7dbd19e2528'}"
"8034798aad4d7284df038d17fb2bf6db10c6a40e";"EMLParser.java";"jodd-mail\src\main\java\jodd\mail\EMLParser.java";"{'c8c4a3fa592eb022bfebb9e2ec81ba947332c650', '359eb549bbb26ed6accdb58418e83c635bbcdd27'}"
"f0975b832ebad4dfcb7cbbbe7496a0f6bae4283f";"build.gradle";"jodd-core\build.gradle";"{'8b0f1dac623d85093adc03d5d9741b3f772b530e'}"
"62de361a4937a389822292c0376e5c2f0d83a2a8";"JsonParserBase.java";"jodd-json\src\main\java\jodd\json\JsonParserBase.java";"{'4274992a9ec3ca1c63ac565fb153ebc7e926bdbb', 'f457d5c328de96b62efbf59917a121150475cde5'}"
"b1d87263fd2681925b1b020fa0964307736083b5";"ExtendedURLClassLoader.java";"jodd-core\src\main\java\jodd\util\cl\ExtendedURLClassLoader.java";"{'bfe2b81b4636656e22f67be5a14165dec84babca', '7da38a35d1671aa1bcb475f6256b3f83550a3d0f'}"
"54f82b8eeae7e08cf7c5858d5873b57867b2cc43";"ClassLoaderUtil.java";"jodd-core\src\main\java\jodd\util\ClassLoaderUtil.java";"{'da30445d3113c9f6dc759378b88231adce8ed980'}"
"7b024ab3d75d712f05b8e9eead87ee80fbe7b4c4";"ClassLoaderUtil.java";"jodd-core\src\main\java\jodd\util\ClassLoaderUtil.java";"{'e90cb9c55947c260c858262327c09fcf8c3c90b5', '31e7a987adb4b123a0225e872524b8ee1aa40496'}"
"ad2ad7fdbb62049e924b608b6cbf8dd26b21deaa";"BeanTemplateParserTest.java";"jodd-bean\src\test\java\jodd\bean\BeanTemplateParserTest.java";"{'98f6e575aa4331122a046bb5c3d3242cb332252a'}"
"6b60bf018efb84a611ce52ea5d2d90f5cbb878c7";"TypeConverterManager.java";"jodd-bean\src\main\java\jodd\typeconverter\TypeConverterManager.java";"{'966aea2f06c32c81841345d00811d46f0a6f01ce'}"
"6b60bf018efb84a611ce52ea5d2d90f5cbb878c7";"TypeConverterManagerBean.java";"jodd-bean\src\main\java\jodd\typeconverter\TypeConverterManagerBean.java";"{'966aea2f06c32c81841345d00811d46f0a6f01ce'}"
"c54f5e53f6d525ca78e9cedf27d80ffd3cbf05d6";"BeanTemplateParserTest.java";"jodd-bean\src\test\java\jodd\bean\BeanTemplateParserTest.java";"{'98f6e575aa4331122a046bb5c3d3242cb332252a'}"
"2395a398a0daab9e41858eb72addaed1604049e0";"PrintfFormat.java";"jodd-core\src\main\java\jodd\format\PrintfFormat.java";"{'0d2aef6c09bdafd739eda7ca24aba9dbe180c15c'}"
"5d0a45663919b928fd0ab9008dadc627f11a024c";"BCrypt.java";"jodd-core\src\main\java\jodd\util\BCrypt.java";"{'766aba45ea8946fd8096479f2b023732bf7e85b1'}"
"22657b061840f093203e0146a7211292ec5ecc49";"HttpRequest.java";"jodd-http\src\main\java\jodd\http\HttpRequest.java";"{'1edd0b3f05d7056a90e0c213e9de180f3004bbbb'}"
"b739570d0f3ed0665704d3041899e063452399d8";"UnsafeUtil.java";"jodd-core\src\main\java\jodd\util\UnsafeUtil.java";"{'ebf1c35700cc68abde93434b64940470bc8515d0', '2caf1b9a1f944db1ee41f1d039b87d245b950381'}"
"1b2eac5c8caf6beda7c79d488ae2b98c6dc16891";"PetiteRegistry.java";"jodd-petite\src\main\java\jodd\petite\PetiteRegistry.java";"{'3310198ca0e4b6e7b9f5bd8dbe9e39d749b78eb4'}"
"1b2eac5c8caf6beda7c79d488ae2b98c6dc16891";"MiscTest.java";"jodd-petite\src\test\java\jodd\petite\MiscTest.java";"{'d89b219fa12f02e7f70f0f67a26b7638f1e0397c'}"
"6bc4cd2c041148242fd222d48f883f2ec8267b7b";"BeanDefinition.java";"jodd-petite\src\main\java\jodd\petite\BeanDefinition.java";"{'b9953bc74f8fe48c93821dde2955fe16f2a66e9a'}"
"6bc4cd2c041148242fd222d48f883f2ec8267b7b";"PetiteContainer.java";"jodd-petite\src\main\java\jodd\petite\PetiteContainer.java";"{'2fd8e5e9d5d951d8cc0e490315e7e5ecc58ead58', 'da78d9f59c5385808e320c4ad153a993f1eecc7e', '0eaa2350107edfc2386392a2f905e5dcf52d764c'}"
"6bc4cd2c041148242fd222d48f883f2ec8267b7b";"WireTest.java";"jodd-petite\src\test\java\jodd\petite\WireTest.java";"{'fa4f0fef14af2e0986ceae5fb94eb74e898d7500'}"
"fdcd9cf346bab1da566f6128a365daf76330b38e";"SocketHttpConnection.java";"jodd-http\src\main\java\jodd\http\net\SocketHttpConnection.java";"{'bb177cf5d0f8ad84decca235cc93ea4295bb5953', '1edd0b3f05d7056a90e0c213e9de180f3004bbbb'}"
"fdcd9cf346bab1da566f6128a365daf76330b38e";"SocketHttpConnectionProvider.java";"jodd-http\src\main\java\jodd\http\net\SocketHttpConnectionProvider.java";"{'522626d1c748950378303ebea003565aeeea92bb', 'bb177cf5d0f8ad84decca235cc93ea4295bb5953', '75193cf36c8cf4f63fa447e55a88551345ae25bd'}"
"000cc9cd4cc7fd23d8e57a2ed9c11bde1e4426cc";"DbBaseTest.java";"jodd-db\src\testInt\java\jodd\db\oom\DbBaseTest.java";"{'c316b88079efa68bec6af012f8f1d47c0b4e2ac5'}"
"6abecf7121af96db7950d076ee34ece7fa4e62e7";"StreamGobbler.java";"jodd-core\src\main\java\jodd\io\StreamGobbler.java";"{'d6d5d02e5217389ee0af40628b34cb0a78561b19'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"JsonContext.java";"jodd-json\src\main\java\jodd\json\JsonContext.java";"{'e746fb596f37c4a5e3c5f95a94cf9c3ac7ab8728'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"TypeJsonSerializer.java";"jodd-json\src\main\java\jodd\json\TypeJsonSerializer.java";"{'e746fb596f37c4a5e3c5f95a94cf9c3ac7ab8728'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"ArraysJsonSerializer.java";"jodd-json\src\main\java\jodd\json\impl\ArraysJsonSerializer.java";"{'e746fb596f37c4a5e3c5f95a94cf9c3ac7ab8728', '1ee5d0393c6445378830e3f65921b103bcc77a8c'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"BooleanArrayJsonSerializer.java";"jodd-json\src\main\java\jodd\json\impl\BooleanArrayJsonSerializer.java";"{'146e721bd00cc5164d699aab711c860f9a625cce'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"BooleanJsonSerializer.java";"jodd-json\src\main\java\jodd\json\impl\BooleanJsonSerializer.java";"{'e746fb596f37c4a5e3c5f95a94cf9c3ac7ab8728'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"ByteArrayJsonSerializer.java";"jodd-json\src\main\java\jodd\json\impl\ByteArrayJsonSerializer.java";"{'146e721bd00cc5164d699aab711c860f9a625cce'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"CalendarJsonSerializer.java";"jodd-json\src\main\java\jodd\json\impl\CalendarJsonSerializer.java";"{'e746fb596f37c4a5e3c5f95a94cf9c3ac7ab8728'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"CharSequenceJsonSerializer.java";"jodd-json\src\main\java\jodd\json\impl\CharSequenceJsonSerializer.java";"{'0d25086ff1beb0ef26617f84e103c6ee4e56e26d'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"CharacterJsonSerializer.java";"jodd-json\src\main\java\jodd\json\impl\CharacterJsonSerializer.java";"{'87c9d6eab819f412e6305ea012d21b6008db51f6'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"ClassJsonSerializer.java";"jodd-json\src\main\java\jodd\json\impl\ClassJsonSerializer.java";"{'87c9d6eab819f412e6305ea012d21b6008db51f6'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"DateJsonSerializer.java";"jodd-json\src\main\java\jodd\json\impl\DateJsonSerializer.java";"{'e746fb596f37c4a5e3c5f95a94cf9c3ac7ab8728'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"DoubleArrayJsonSerializer.java";"jodd-json\src\main\java\jodd\json\impl\DoubleArrayJsonSerializer.java";"{'146e721bd00cc5164d699aab711c860f9a625cce'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"EnumJsonSerializer.java";"jodd-json\src\main\java\jodd\json\impl\EnumJsonSerializer.java";"{'e746fb596f37c4a5e3c5f95a94cf9c3ac7ab8728'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"FileJsonSerializer.java";"jodd-json\src\main\java\jodd\json\impl\FileJsonSerializer.java";"{'8eb755cb9faca9433b75177e737bad22efc9604b'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"FloatArrayJsonSerializer.java";"jodd-json\src\main\java\jodd\json\impl\FloatArrayJsonSerializer.java";"{'146e721bd00cc5164d699aab711c860f9a625cce'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"IntArrayJsonSerializer.java";"jodd-json\src\main\java\jodd\json\impl\IntArrayJsonSerializer.java";"{'146e721bd00cc5164d699aab711c860f9a625cce'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"IterableJsonSerializer.java";"jodd-json\src\main\java\jodd\json\impl\IterableJsonSerializer.java";"{'e746fb596f37c4a5e3c5f95a94cf9c3ac7ab8728'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"JDateTimeSerializer.java";"jodd-json\src\main\java\jodd\json\impl\JDateTimeSerializer.java";"{'e5695052ca6f33f1b324c02e2cfdfe5419164841'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"LongArrayJsonSerializer.java";"jodd-json\src\main\java\jodd\json\impl\LongArrayJsonSerializer.java";"{'146e721bd00cc5164d699aab711c860f9a625cce'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"NumberJsonSerializer.java";"jodd-json\src\main\java\jodd\json\impl\NumberJsonSerializer.java";"{'e746fb596f37c4a5e3c5f95a94cf9c3ac7ab8728'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"ValueJsonSerializer.java";"jodd-json\src\main\java\jodd\json\impl\ValueJsonSerializer.java";"{'2e44ed4aadaefd3284a06e26ff88bf7ed72f5ce6'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"JSONDeserializerTest.java";"jodd-json\src\test\java\jodd\json\JSONDeserializerTest.java";"{'c6eabab95de37969a5d70c5c3678cb6534c5573a'}"
"e6c5988d7decfdde6ea6bad12948d0256a898be2";"JsonValueContextTest.java";"jodd-json\src\test\java\jodd\json\JsonValueContextTest.java";"{'282a98c0fa443aa5da51966e69de2baa9cbf5bbc'}"
"7c602c9f0084bd121a5bd0eed552061bd26df689";"COVERAGE_REPORT.md";"COVERAGE_REPORT.md";"{'4fa4fa83bf243fd239923d60191d5dbbeb46618f'}"
"7e427577cc0b20626d191b9d0ea95669539e2f2a";"CODE_COVERAGE.md";"CODE_COVERAGE.md";"{'867ec00ce50e4da656e18bab19028dbf97ba85c9'}"
"a871d8ceeb3baf3f7228bea8594a4ee61ea547cf";"HttpRequest.java";"jodd-http\src\main\java\jodd\http\HttpRequest.java";"{'5b95d547577480280d2d6b7a6de52ba15ba140f1'}"
"7afb21f3861dab7769ba219cd6f09c42aed33091";"VtorTest.java";"jodd-vtor\src\test\java\jodd\vtor\VtorTest.java";"{'91535f6f71e639abc70589da6c5bef5f1b983c7e'}"
"d9a2d0b5da61837136b3398d701c734e73e02aa2";"VtorTest.java";"jodd-vtor\src\test\java\jodd\vtor\VtorTest.java";"{'a3241cf6e8ebc9aced9828c335cacd55552de861'}"
"2aa0c117c9b1da3234ac4a267fd8d1adc4dba336";"SystemUtil.java";"jodd-core\src\main\java\jodd\util\SystemUtil.java";"{'b739570d0f3ed0665704d3041899e063452399d8'}"
"73e5728df92ae4cd5807ea27e91a444011cd13e0";"AccountType.java";"jodd-json\src\test\java\jodd\json\model\AccountType.java";"{'c6eabab95de37969a5d70c5c3678cb6534c5573a'}"
"73e5728df92ae4cd5807ea27e91a444011cd13e0";"EmailAddress.java";"jodd-mail\src\main\java\jodd\mail\EmailAddress.java";"{'da78d9f59c5385808e320c4ad153a993f1eecc7e', '8c147c9c2eb80c028bba1623b3220c49fb3cdca4'}"
"7c06d4eff3894085ee0b83dd5bffa746f23e39aa";"JerryMiscTest.java";"jodd-lagarto\src\test\java\jodd\jerry\JerryMiscTest.java";"{'db4f937005a16f077f516b025c2c24033a50b2e7'}"
"3b627eb22c349eacad443080590b654b341aa135";"JoddProxettaTest.java";"jodd-proxetta\src\test\java\jodd\JoddProxettaTest.java";"{'b3d6ff68746c99878da4a34f0390ea2097d3f2ef'}"
"4fb5d07f4c630de55abe343b5b2cab78715fafbe";"JoddProxettaTest.java";"jodd-proxetta\src\test\java\jodd\JoddProxettaTest.java";"{'b3d6ff68746c99878da4a34f0390ea2097d3f2ef'}"
"7b4ccc5df1cf49b06f2fd041d92e7a8f3d880526";"ServletRedirectResult.java";"jodd-madvoc\src\main\java\jodd\madvoc\result\ServletRedirectResult.java";"{'bd57ec7604623b81f3817053644ef90ece0e60d4'}"
"a260854adc1071a9ecff5772c843f05407b49550";"EmailUtil.java";"jodd-mail\src\main\java\jodd\mail\EmailUtil.java";"{'cd8813b980f8bdd59c4f79eafa31ea5e25b0768d'}"
"a260854adc1071a9ecff5772c843f05407b49550";"EMLParserTest.java";"jodd-mail\src\test\java\jodd\mail\EMLParserTest.java";"{'c8c4a3fa592eb022bfebb9e2ec81ba947332c650'}"
"d451850b47b2bc81586f2e55b6cf05c2d9525596";"build.gradle";"jodd-log\build.gradle";"{'2504efa3ff228b5706a524ac17bf0c86031e2ccb'}"
"d451850b47b2bc81586f2e55b6cf05c2d9525596";"Slf4jLogger.java";"jodd-log\src\main\java\jodd\log\impl\Slf4jLogger.java";"{'c07cf015aa4cb387b593cbd16b87e09a7554e87b', 'dfd3b6bfe851bfd1906882c641ca365c36a4f2f7'}"
"ee88c789fa5f7000f498f4ceeb8a0e1ad0fcf80f";".travis.yml";".travis.yml";"{'1c0a2bdd971de6155ce28a6d867c71fc4cf744ab'}"
"2965bcace417d5bad9e9f1e9df7fb09b7756d358";"publish-maven.gradle";"gradle\publish-maven.gradle";"{'ec96030f619f8a64a0d0f8ad0e079359c33b3fd1'}"
"3a78b40464fe36abd0066beb962836887f64c951";"ClassLoaderUtil.java";"jodd-core\src\main\java\jodd\util\ClassLoaderUtil.java";"{'31e7a987adb4b123a0225e872524b8ee1aa40496'}"
"3a78b40464fe36abd0066beb962836887f64c951";"SystemUtil.java";"jodd-core\src\main\java\jodd\util\SystemUtil.java";"{'7a03bcdf639637c46bfbf78d375fee6d821ad906'}"
"0f4eea509356ac6560bc863b06257e4248b239ce";"LagartoHtmlRendererNodeVisitor.java";"jodd-lagarto\src\main\java\jodd\lagarto\dom\LagartoHtmlRendererNodeVisitor.java";"{'f2abe39c0093885317ba8bb4d3bb63d063187307'}"
"0f4eea509356ac6560bc863b06257e4248b239ce";"Text.java";"jodd-lagarto\src\main\java\jodd\lagarto\dom\Text.java";"{'4b27a46e59a39a130c6f2109fb04e3ca914c68ae', '7151f20ee3943e6fa79d8a6bfce9baa79c7e3bf8', '4968be25a45776afbf4f6d8505b635d1f9da1de5'}"
"0f4eea509356ac6560bc863b06257e4248b239ce";"DomBuilderTest.java";"jodd-lagarto\src\test\java\jodd\lagarto\dom\DomBuilderTest.java";"{'f2abe39c0093885317ba8bb4d3bb63d063187307'}"
"aa9db237a3d230d4551486f73a31fc2fed404b3f";"Paramo.java";"jodd-proxetta\src\main\java\jodd\paramo\Paramo.java";"{'e4365ddd5fd0070c4ed52943b5a45b800c940ed2'}"
"c3b3b50dc7839340ad57bd87bea0c8ab4af8638e";"SocketHttpConnectionProvider.java";"jodd-http\src\main\java\jodd\http\net\SocketHttpConnectionProvider.java";"{'a50c535b587918c47ac3e5f1a8743c0bb797b1f0', '110ba5eab12b54d00e216d361b264620d02bc1ed', '23e83438d69cad9ddc77b80b9bf3c6076d7ca4c8'}"
"c849ecada1a547a59c18849b62f79805967d833f";"ReceiveMailSession.java";"jodd-mail\src\main\java\jodd\mail\ReceiveMailSession.java";"{'fe01d8fa4f569e34a7d614177ddfd7dbd19e2528'}"
"bc9391637247e77d6dd6243826e694896f610a68";"Match.java";"jodd-lagarto\src\main\java\jodd\csselly\selector\Match.java";"{'62715a8c4d5c4497ea23a23dc44c006c4033efd8'}"
"64e991d0c58144b7ae75b95e3a986ad44e7f0e5d";"Match.java";"jodd-lagarto\src\main\java\jodd\csselly\selector\Match.java";"{'bc9391637247e77d6dd6243826e694896f610a68'}"
"c1be345a6c14f57eb97a836cd88fe4cc08162c8b";"PseudoFunction.java";"jodd-lagarto\src\main\java\jodd\csselly\selector\PseudoFunction.java";"{'35683dd46161c7564216bb669dfd97e6a3699fdd', 'fed7e9392a76bdee42d52017e1c4fa87d301f989'}"
"519d41cb02b61764f0d760a68ceb78188cf9c005";"Match.java";"jodd-lagarto\src\main\java\jodd\csselly\selector\Match.java";"{'64e991d0c58144b7ae75b95e3a986ad44e7f0e5d'}"
"d393a9e6baf0bcf1234e67424c94793741749d78";"ExceptionUtil.java";"jodd-core\src\main\java\jodd\exception\ExceptionUtil.java";"{'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"494243eb22f19301a56e367d4f63fb3ac1238bc0";"StringUtilTest.java";"jodd-core\src\test\java\jodd\util\StringUtilTest.java";"{'b1b96bd248522beb29d0e477104be42e50e7f380', 'deee51f3a512969cbd236fcdae7265dadfc85606'}"
"16155fe6caf77ad2fa555bb3c38aba1084286a49";"ScopedProxyManager.java";"jodd-petite\src\main\java\jodd\petite\ScopedProxyManager.java";"{'d6366d9f1c0b582468fa7fb8d808877388914156'}"
"cdb1071664954bd81a488e3eabeb834733d41975";"WireTest.java";"jodd-petite\src\test\java\jodd\petite\WireTest.java";"{'6bc4cd2c041148242fd222d48f883f2ec8267b7b', 'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"81f14b838ae74b8fd312e16b69e725e4373874ff";"SendMailSession.java";"jodd-mail\src\main\java\jodd\mail\SendMailSession.java";"{'1e5dc344d530387a379209dbd8ba04892e93aa3c', 'e4505889d2220b4f174037fc6298353bc7e90687', '743c4300133fe65bae7e3bb6863c4a1c2cee42a1'}"
"81f14b838ae74b8fd312e16b69e725e4373874ff";"EmailGreenTest.java";"jodd-mail\src\test\java\jodd\mail\EmailGreenTest.java";"{'8d640ca028e962803e9b861f62def16267daf29c'}"
"34108cd9b36b46aee8b26fac3eac6d631bcbc719";"InExRuleMatcher.java";"jodd-core\src\main\java\jodd\util\InExRuleMatcher.java";"{'4ddcd3406e0732b896d33a04a6142287739f46da'}"
"943dab5c24285df6948a23f2c92e9a020d5b13b1";"DbBaseTest.java";"jodd-db\src\testInt\java\jodd\db\oom\DbBaseTest.java";"{'8472e85a4ad42ae7f548061a819a45fd881930de', '000cc9cd4cc7fd23d8e57a2ed9c11bde1e4426cc', 'c316b88079efa68bec6af012f8f1d47c0b4e2ac5', 'adabc25217563c5423339ad1e9189909c71f0d51', 'c89cf401b38119ce113ff6a9b67beb6c1f2e6ecd'}"
"d4c679df6e3fa0fc2f8e38eaaaaf2f8a277b801a";"ArraysUtil.py";"jodd-core\src\main\python\ArraysUtil.py";"{'da78d9f59c5385808e320c4ad153a993f1eecc7e', 'ef070d7051b18ede4f752df0eab22a53df52b0f9', '303eb9b52f49457043e1b6a9178700d36cad714e', 'be042360786bb3acbe19a87e4dec5abc3e75d223'}"
"fa63d8f8cd6ac514ee78549b3444722637ead9b8";"ArraysUtil.java";"jodd-core\src\main\java\jodd\util\ArraysUtil.java";"{'19932135351518c011e8e1ea3d4448d003434bbf'}"
"fa63d8f8cd6ac514ee78549b3444722637ead9b8";"ArraysUtil.py";"jodd-core\src\main\python\ArraysUtil.py";"{'d4c679df6e3fa0fc2f8e38eaaaaf2f8a277b801a'}"
"ca9f39bba55f2583267a6191300176da8f452cca";"SocketHttpConnectionProvider.java";"jodd-http\src\main\java\jodd\http\net\SocketHttpConnectionProvider.java";"{'c3b3b50dc7839340ad57bd87bea0c8ab4af8638e', 'a50c535b587918c47ac3e5f1a8743c0bb797b1f0', '23e83438d69cad9ddc77b80b9bf3c6076d7ca4c8', '9fdd8522f43ab7ac08412ee2530884e7d5146308', '110ba5eab12b54d00e216d361b264620d02bc1ed', '934baf19deb93e675ccca8c88c75174012abafde', '1c62bd6a1f5973193ced7ccb2637798eeb4b5e8a', '75193cf36c8cf4f63fa447e55a88551345ae25bd'}"
"24a7fe3120f682a604957b70fd9ad9abb37e2b93";"SocketHttpConnectionProvider.java";"jodd-http\src\main\java\jodd\http\net\SocketHttpConnectionProvider.java";"{'110ba5eab12b54d00e216d361b264620d02bc1ed', 'ca9f39bba55f2583267a6191300176da8f452cca', '934baf19deb93e675ccca8c88c75174012abafde'}"
"9c4a71830debed9fe30c5ae93bcb3014607a062d";"SocketHttpConnectionProvider.java";"jodd-http\src\main\java\jodd\http\net\SocketHttpConnectionProvider.java";"{'934baf19deb93e675ccca8c88c75174012abafde'}"
"38b03d6340df1910c5d9474e36bf02a7f0b8cb5e";"CommandLine.java";"jodd-core\src\main\java\jodd\util\CommandLine.java";"{'e643e39a9a6daa1137a1448b2ced1cf7383f05a5'}"
"bce5c6a3c999ae20ff99b315bd73e4f07f000cff";"CommandLine.java";"jodd-core\src\main\java\jodd\util\CommandLine.java";"{'38b03d6340df1910c5d9474e36bf02a7f0b8cb5e'}"
"0a188965333b381e996b71c33c5bff27291ab0d2";"ServletUtil.java";"jodd-servlet\src\main\java\jodd\servlet\ServletUtil.java";"{'8baa6c02af76ea7cb78a53afaad15c96d26c08a7'}"
"d2d73ef2e47bda3560e9a75accc9c599f38358db";"RawActionTest.java";"jodd-madvoc\src\testInt\java\jodd\madvoc\RawActionTest.java";"{'e5f9d7596e5a88eaaad6d6a8aa76e75634f56c65'}"
"eb8627602349376ba296027dfada3c1f9bdb9780";"EmailConstraint.java";"jodd-joy\src\main\java\jodd\joy\vtor\constraint\EmailConstraint.java";"{'dcb8c42365b3ac96197b0696532037d939cd183c'}"
"ad341295b8edbeedf24fb6f4189eee5fe84a31f5";"CHANGELOG.md";"CHANGELOG.md";"{'b1e8aea8575f6884b1760e6d1e446cd46c2d8aca'}"
"ad341295b8edbeedf24fb6f4189eee5fe84a31f5";"HttpRequest.java";"jodd-http\src\main\java\jodd\http\HttpRequest.java";"{'bbf007f8e0f45a23a043b4a7934c2b19a858f167', 'bb4632b682c3908c73255f14c33f02b8650100fa', 'bb177cf5d0f8ad84decca235cc93ea4295bb5953', 'f71fecaccd25e94ec532d918328c97b3f66b7666'}"
"76dc1e0dae0966addfc972b9db31ed1c018dd5c9";"Cookie.java";"jodd-http\src\main\java\jodd\http\Cookie.java";"{'4b53534fccf21b0404680b612b14326aef171a03'}"
"41b381aa20d042391f2ad7fa79d71e232cb57ab8";"CHANGELOG.md";"CHANGELOG.md";"{'ad341295b8edbeedf24fb6f4189eee5fe84a31f5'}"
"ab170d3f8051f47d3618a08b73316d87ac5669f2";"ClassUtil.java";"jodd-core\src\main\java\jodd\util\ClassUtil.java";"{'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"ab170d3f8051f47d3618a08b73316d87ac5669f2";"ClassUtilTest.java";"jodd-core\src\test\java\jodd\util\ClassUtilTest.java";"{'d07948a051ff5ea1699c62c14a96a599bf91f678', 'da78d9f59c5385808e320c4ad153a993f1eecc7e'}"
"ab170d3f8051f47d3618a08b73316d87ac5669f2";"PetiteBeans.java";"jodd-petite\src\main\java\jodd\petite\PetiteBeans.java";"{'d07948a051ff5ea1699c62c14a96a599bf91f678'}"
"ab170d3f8051f47d3618a08b73316d87ac5669f2";"PetiteRegistry.java";"jodd-petite\src\main\java\jodd\petite\PetiteRegistry.java";"{'d07948a051ff5ea1699c62c14a96a599bf91f678'}"
"ab170d3f8051f47d3618a08b73316d87ac5669f2";"ProviderTest.java";"jodd-petite\src\test\java\jodd\petite\ProviderTest.java";"{'d07948a051ff5ea1699c62c14a96a599bf91f678'}"
"564565583fd1af9256730804217ed6243cc41fcc";"AnnotationTest.java";"jodd-json\src\test\java\jodd\json\AnnotationTest.java";"{'84c6540d475f55eee18c172e8ca8be98b3adfeb0', '641ff92c16b56019c7fa0cfb3e4006e6e0986542', 'c115fbf3875d43bf6590e53694f054000947d4e7', 'a2ece211bd0b4637b6e4b6bba29344c48d911802'}"
"564565583fd1af9256730804217ed6243cc41fcc";"CatalogTest.java";"jodd-json\src\test\java\jodd\json\CatalogTest.java";"{'e891ed5a92bb63c00c94a67b3c72a00b94f67e18'}"
"564565583fd1af9256730804217ed6243cc41fcc";"CustomAnnotationTest.java";"jodd-json\src\test\java\jodd\json\CustomAnnotationTest.java";"{'2b83179f89b7cf503e5565a0b27f04c6bbc0437f'}"
"564565583fd1af9256730804217ed6243cc41fcc";"DataCreator.java";"jodd-json\src\test\java\jodd\json\DataCreator.java";"{'16d83d39b41f6a0a4854e91c4c0e5ca05cafd536', 'c6eabab95de37969a5d70c5c3678cb6534c5573a'}"
"564565583fd1af9256730804217ed6243cc41fcc";"FieldsBooleanTest.java";"jodd-json\src\test\java\jodd\json\FieldsBooleanTest.java";"{'dc55e1dd5c2607506c3e76271d57c9e1badce845'}"
"564565583fd1af9256730804217ed6243cc41fcc";"JSONDeserializerTest.java";"jodd-json\src\test\java\jodd\json\JSONDeserializerTest.java";"{'c6eabab95de37969a5d70c5c3678cb6534c5573a'}"
"564565583fd1af9256730804217ed6243cc41fcc";"JSONSerializationTest.java";"jodd-json\src\test\java\jodd\json\JSONSerializationTest.java";"{'16d83d39b41f6a0a4854e91c4c0e5ca05cafd536', '734f33023b6afb9fd3a4eeafed668f57fc57bc44', '6e2afe9ff220ab510621fc5872ab6058df95746f'}"
"564565583fd1af9256730804217ed6243cc41fcc";"JsonParserTest.java";"jodd-json\src\test\java\jodd\json\JsonParserTest.java";"{'39310694615b963b1f3357bd60b3724ff3a27cc4', '6073b567bf3f5349be659db7a5daf547ef2f84b7'}"
"564565583fd1af9256730804217ed6243cc41fcc";"JsonSerializerTest.java";"jodd-json\src\test\java\jodd\json\JsonSerializerTest.java";"{'cfc15732461b98f258fa11f4f0658b2bf9830203', '182fd0f843a7c70834f9612131fa9e663da06818', '8eb755cb9faca9433b75177e737bad22efc9604b'}"
"564565583fd1af9256730804217ed6243cc41fcc";"JsonValueContextTest.java";"jodd-json\src\test\java\jodd\json\JsonValueContextTest.java";"{'282a98c0fa443aa5da51966e69de2baa9cbf5bbc'}"
"564565583fd1af9256730804217ed6243cc41fcc";"ObjectToMapTest.java";"jodd-json\src\test\java\jodd\json\ObjectToMapTest.java";"{'bd1cef793cab53817ae37e3365d22dd8e4a15603'}"
"564565583fd1af9256730804217ed6243cc41fcc";"Address.java";"jodd-json\src\test\java\jodd\json\fixtures\mock\Address.java";"{'c6eabab95de37969a5d70c5c3678cb6534c5573a'}"
